Call Id,Agent,Date,Time,Topic,Answered (Y/N),Resolved,Speed of answer in seconds,AvgTalkDuration,AvgTalkDuration(Secs),Satisfaction rating
ID1514,Dan,27-01-2021,17:12:29,Payment related,Y,Y,77,00:06:04,364,3
ID1528,Dan,28-01-2021,10:04:48,Payment related,Y,Y,123,00:01:57,117,4
ID1532,Dan,28-01-2021,10:52:19,Payment related,Y,Y,104,00:06:11,371,5
ID1541,Dan,28-01-2021,11:55:41,Contract related,Y,Y,28,00:05:25,325,3
ID1546,Dan,28-01-2021,13:00:29,Streaming,Y,Y,101,00:05:22,322,4
ID1553,Dan,28-01-2021,14:19:41,Streaming,Y,Y,23,00:03:16,196,3
ID1555,Dan,28-01-2021,14:32:38,Admin Support,Y,Y,25,00:02:15,135,2
ID1565,Dan,28-01-2021,16:40:48,Contract related,Y,Y,94,00:01:43,103,4
ID1567,Dan,28-01-2021,17:03:50,Payment related,Y,Y,27,00:03:16,196,4
ID1568,Dan,28-01-2021,17:03:50,Streaming,Y,Y,41,00:03:17,197,4
ID1577,Dan,29-01-2021,09:08:38,Payment related,Y,Y,87,00:01:09,69,5
ID1581,Dan,29-01-2021,09:57:36,Streaming,Y,Y,95,00:01:46,106,5
ID1582,Dan,29-01-2021,09:57:36,Technical Support,Y,Y,23,00:06:15,375,4
ID1595,Dan,29-01-2021,12:46:05,Streaming,Y,Y,37,00:05:23,323,3
ID1606,Dan,29-01-2021,13:12:00,Admin Support,Y,N,75,00:05:30,330,3
ID1608,Dan,29-01-2021,13:37:55,Payment related,Y,Y,77,00:02:36,156,3
ID1612,Dan,29-01-2021,14:32:38,Admin Support,Y,Y,65,00:05:13,313,5
ID1623,Dan,29-01-2021,15:51:50,Technical Support,Y,Y,65,00:01:48,108,3
ID1635,Dan,30-01-2021,09:47:31,Admin Support,Y,Y,12,00:05:56,356,5
ID1647,Dan,30-01-2021,11:12:29,Streaming,N,N,,,0,
ID1655,Dan,30-01-2021,12:23:02,Payment related,Y,Y,13,00:05:51,351,3
ID1657,Dan,30-01-2021,12:37:26,Contract related,Y,Y,32,00:02:05,125,4
ID1665,Dan,30-01-2021,12:51:50,Payment related,Y,Y,16,00:04:08,248,1
ID1667,Dan,30-01-2021,13:03:22,Streaming,Y,Y,17,00:03:40,220,5
ID1670,Dan,30-01-2021,13:39:22,Technical Support,Y,N,45,00:06:50,410,4
ID1685,Dan,30-01-2021,15:51:50,Technical Support,Y,Y,111,00:02:35,155,5
ID1687,Dan,30-01-2021,15:59:02,Technical Support,Y,Y,18,00:04:41,281,3
ID1697,Dan,30-01-2021,16:49:26,Technical Support,N,N,,,0,
ID1699,Dan,30-01-2021,16:52:19,Streaming,Y,Y,17,00:03:12,192,3
ID1708,Dan,30-01-2021,17:25:26,Streaming,Y,Y,38,00:06:51,411,2
ID1713,Dan,31-01-2021,09:00:00,Payment related,Y,N,100,00:06:22,382,5
ID1729,Dan,31-01-2021,11:39:50,Payment related,Y,Y,79,00:01:21,81,5
ID1731,Dan,31-01-2021,11:58:34,Contract related,N,N,,,0,
ID1734,Dan,31-01-2021,12:00:00,Technical Support,Y,Y,112,00:06:43,403,3
ID1738,Dan,31-01-2021,12:15:50,Technical Support,Y,Y,29,00:06:29,389,5
ID1741,Dan,31-01-2021,12:43:12,Technical Support,Y,Y,28,00:06:11,371,4
ID1742,Dan,31-01-2021,12:43:12,Payment related,Y,Y,16,00:03:31,211,1
ID1755,Dan,31-01-2021,15:04:19,Technical Support,Y,Y,24,00:04:51,291,1
ID1758,Dan,31-01-2021,15:38:53,Contract related,Y,Y,20,00:01:19,79,4
ID1764,Dan,31-01-2021,16:09:07,Streaming,Y,Y,92,00:06:01,361,3
ID1768,Dan,31-01-2021,16:56:38,Streaming,N,N,,,0,
ID1769,Dan,31-01-2021,17:08:10,Admin Support,N,N,,,0,
ID1773,Dan,01-02-2021,09:18:43,Contract related,N,N,,,0,
ID1791,Dan,01-02-2021,12:07:12,Technical Support,N,N,,,0,
ID1793,Dan,01-02-2021,12:18:43,Contract related,Y,Y,109,00:00:52,52,3
ID1794,Dan,01-02-2021,12:18:43,Contract related,Y,Y,52,00:05:58,358,3
ID1795,Dan,01-02-2021,12:31:41,Technical Support,Y,Y,117,00:04:50,290,1
ID1804,Dan,01-02-2021,13:30:43,Streaming,Y,Y,99,00:00:55,55,2
ID1805,Dan,01-02-2021,13:36:29,Contract related,N,N,,,0,
ID1810,Dan,01-02-2021,13:46:34,Contract related,Y,N,87,00:06:47,407,5
ID1818,Dan,01-02-2021,14:32:38,Payment related,Y,Y,72,00:02:54,174,2
ID1826,Dan,01-02-2021,16:22:05,Technical Support,Y,Y,31,00:03:31,211,4
ID1827,Dan,01-02-2021,16:22:05,Admin Support,Y,Y,114,00:00:45,45,5
ID1831,Dan,01-02-2021,17:12:29,Admin Support,Y,Y,120,00:02:22,142,4
ID1837,Dan,01-02-2021,17:38:24,Payment related,Y,N,22,00:01:49,109,4
ID1847,Dan,02-02-2021,09:44:38,Streaming,Y,Y,64,00:01:28,88,5
ID1861,Dan,02-02-2021,13:23:31,Streaming,Y,Y,75,00:03:00,180,5
ID1872,Dan,02-02-2021,15:34:34,Admin Support,Y,Y,115,00:03:13,193,4
ID1875,Dan,02-02-2021,16:45:07,Streaming,Y,Y,78,00:03:35,215,4
ID1891,Dan,03-02-2021,10:09:07,Streaming,N,N,,,0,
ID1896,Dan,03-02-2021,10:20:38,Streaming,Y,Y,91,00:04:11,251,4
ID1897,Dan,03-02-2021,10:45:07,Contract related,N,N,,,0,
ID1901,Dan,03-02-2021,11:12:29,Contract related,Y,Y,20,00:06:58,418,4
ID1904,Dan,03-02-2021,11:13:55,Streaming,N,N,,,0,
ID1906,Dan,03-02-2021,11:34:05,Streaming,Y,N,27,00:00:49,49,1
ID1922,Dan,03-02-2021,13:32:10,Admin Support,N,N,,,0,
ID1925,Dan,03-02-2021,13:40:48,Technical Support,Y,Y,101,00:02:55,175,3
ID1944,Dan,03-02-2021,16:39:22,Admin Support,Y,Y,26,00:04:02,242,3
ID1953,Dan,03-02-2021,17:44:10,Technical Support,Y,Y,58,00:04:58,298,3
ID1956,Dan,04-02-2021,09:11:31,Streaming,Y,Y,32,00:06:52,412,4
ID1960,Dan,04-02-2021,09:56:10,Contract related,Y,Y,36,00:06:45,405,1
ID2004,Dan,04-02-2021,14:58:34,Streaming,Y,Y,30,00:02:13,133,4
ID2031,Dan,05-02-2021,09:37:26,Contract related,Y,Y,15,00:01:56,116,5
ID2035,Dan,05-02-2021,09:40:19,Technical Support,Y,Y,99,00:06:13,373,3
ID2039,Dan,05-02-2021,10:26:24,Payment related,Y,Y,121,00:03:15,195,4
ID2043,Dan,05-02-2021,10:49:26,Streaming,N,N,,,0,
ID2051,Dan,05-02-2021,11:42:43,Admin Support,N,N,,,0,
ID2064,Dan,05-02-2021,13:07:41,Payment related,Y,Y,93,00:04:37,277,3
ID2071,Dan,05-02-2021,14:26:53,Payment related,N,N,,,0,
ID2080,Dan,05-02-2021,14:57:07,Contract related,Y,Y,103,00:04:46,286,3
ID2092,Dan,05-02-2021,16:55:12,Admin Support,N,N,,,0,
ID2115,Dan,06-02-2021,11:38:24,Technical Support,Y,Y,15,00:06:23,383,1
ID2119,Dan,06-02-2021,12:02:53,Streaming,Y,Y,41,00:00:49,49,4
ID2129,Dan,06-02-2021,13:39:22,Technical Support,Y,Y,96,00:05:50,350,4
ID2133,Dan,06-02-2021,14:52:48,Technical Support,N,N,,,0,
ID2134,Dan,06-02-2021,14:52:48,Contract related,Y,Y,55,00:04:08,248,5
ID2139,Dan,06-02-2021,16:45:07,Admin Support,Y,Y,82,00:02:25,145,2
ID2152,Dan,07-02-2021,09:28:48,Payment related,Y,Y,11,00:06:50,410,5
ID2163,Dan,07-02-2021,10:56:38,Technical Support,Y,Y,46,00:04:12,252,3
ID2180,Dan,07-02-2021,13:52:19,Admin Support,N,N,,,0,
ID2190,Dan,07-02-2021,16:09:07,Payment related,Y,Y,105,00:04:16,256,4
ID2196,Dan,07-02-2021,16:30:43,Admin Support,Y,Y,34,00:03:27,207,3
ID2215,Dan,08-02-2021,12:11:31,Contract related,Y,Y,16,00:05:12,312,5
ID2239,Dan,08-02-2021,16:45:07,Technical Support,Y,Y,81,00:01:56,116,5
ID2246,Dan,08-02-2021,17:57:07,Payment related,Y,Y,38,00:06:48,408,5
ID2254,Dan,09-02-2021,10:27:50,Admin Support,Y,Y,59,00:05:06,306,3
ID2255,Dan,09-02-2021,10:46:34,Admin Support,Y,Y,62,00:06:52,412,4
ID2258,Dan,09-02-2021,11:32:38,Payment related,Y,N,100,00:06:45,405,5
ID2261,Dan,09-02-2021,12:28:48,Payment related,N,N,,,0,
ID2263,Dan,09-02-2021,12:37:26,Payment related,Y,Y,122,00:00:48,48,4
ID2264,Dan,09-02-2021,12:37:26,Admin Support,Y,Y,44,00:05:26,326,4
ID2268,Dan,09-02-2021,12:47:31,Contract related,Y,Y,82,00:03:49,229,1
ID2272,Dan,09-02-2021,13:00:29,Admin Support,Y,Y,103,00:03:26,206,4
ID2285,Dan,09-02-2021,15:54:43,Admin Support,Y,Y,80,00:06:38,398,5
ID2296,Dan,09-02-2021,16:52:19,Admin Support,Y,Y,75,00:04:55,295,5
ID2301,Dan,09-02-2021,17:57:07,Admin Support,N,N,,,0,
ID2330,Dan,10-02-2021,12:47:31,Admin Support,N,N,,,0,
ID2332,Dan,10-02-2021,12:59:02,Payment related,Y,N,46,00:06:08,368,2
ID2334,Dan,10-02-2021,13:04:48,Contract related,Y,N,53,00:05:47,347,2
ID2342,Dan,10-02-2021,15:05:46,Streaming,Y,N,47,00:02:01,121,5
ID2345,Dan,10-02-2021,16:22:05,Contract related,Y,Y,64,00:01:38,98,3
ID2351,Dan,10-02-2021,16:27:50,Contract related,N,N,,,0,
ID2363,Dan,10-02-2021,17:44:10,Admin Support,Y,Y,118,00:05:40,340,4
ID2374,Dan,11-02-2021,10:12:00,Admin Support,Y,Y,11,00:02:06,126,5
ID2383,Dan,11-02-2021,11:54:14,Streaming,Y,Y,106,00:00:41,41,4
ID2386,Dan,11-02-2021,11:55:41,Contract related,Y,Y,93,00:04:54,294,5
ID2393,Dan,11-02-2021,12:15:50,Contract related,Y,Y,116,00:04:12,252,2
ID2394,Dan,11-02-2021,12:15:50,Payment related,N,N,,,0,
ID2397,Dan,11-02-2021,12:34:34,Technical Support,N,N,,,0,
ID2407,Dan,11-02-2021,13:22:05,Streaming,Y,Y,95,00:02:59,179,4
ID2421,Dan,11-02-2021,14:52:48,Streaming,Y,Y,71,00:02:34,154,5
ID2424,Dan,11-02-2021,15:04:19,Technical Support,Y,Y,17,00:01:21,81,4
ID2429,Dan,11-02-2021,16:29:17,Payment related,Y,Y,80,00:05:32,332,2
ID2453,Dan,12-02-2021,10:53:46,Technical Support,Y,Y,110,00:04:31,271,4
ID2454,Dan,12-02-2021,10:53:46,Admin Support,Y,Y,31,00:00:32,32,4
ID2455,Dan,12-02-2021,11:08:10,Contract related,N,N,,,0,
ID2460,Dan,12-02-2021,11:54:14,Admin Support,Y,Y,67,00:06:52,412,3
ID2462,Dan,12-02-2021,12:14:24,Technical Support,N,N,,,0,
ID2470,Dan,12-02-2021,13:24:58,Contract related,Y,Y,31,00:05:16,316,5
ID2476,Dan,12-02-2021,17:13:55,Technical Support,Y,Y,42,00:06:48,408,5
ID2482,Dan,13-02-2021,09:14:24,Technical Support,N,N,,,0,
ID2488,Dan,13-02-2021,09:41:46,Contract related,Y,Y,37,00:06:05,365,3
ID2491,Dan,13-02-2021,10:10:34,Technical Support,Y,Y,123,00:03:12,192,3
ID2494,Dan,13-02-2021,10:33:36,Payment related,N,N,,,0,
ID2503,Dan,13-02-2021,12:25:55,Admin Support,Y,Y,97,00:02:32,152,1
ID2504,Dan,13-02-2021,12:25:55,Technical Support,Y,Y,74,00:05:57,357,3
ID2509,Dan,13-02-2021,12:47:31,Technical Support,N,N,,,0,
ID2524,Dan,13-02-2021,15:14:24,Payment related,Y,N,92,00:01:26,86,5
ID2533,Dan,13-02-2021,17:18:14,Contract related,Y,Y,106,00:03:22,202,3
ID2534,Dan,13-02-2021,17:18:14,Contract related,Y,Y,32,00:03:33,213,4
ID2547,Dan,14-02-2021,10:52:19,Contract related,Y,Y,13,00:05:36,336,5
ID2565,Dan,14-02-2021,14:21:07,Payment related,N,N,,,0,
ID2571,Dan,14-02-2021,14:51:22,Technical Support,Y,Y,24,00:02:01,121,4
ID2586,Dan,14-02-2021,17:09:36,Contract related,Y,Y,64,00:02:05,125,3
ID2594,Dan,14-02-2021,17:42:43,Contract related,Y,Y,27,00:04:05,245,4
ID2597,Dan,15-02-2021,09:33:07,Admin Support,Y,Y,24,00:03:07,187,3
ID2598,Dan,15-02-2021,09:33:07,Contract related,Y,Y,13,00:05:48,348,1
ID2608,Dan,15-02-2021,11:34:05,Contract related,Y,Y,75,00:04:11,251,2
ID2617,Dan,15-02-2021,12:21:36,Contract related,N,N,,,0,
ID2619,Dan,15-02-2021,12:38:53,Technical Support,Y,N,117,00:04:54,294,3
ID2621,Dan,15-02-2021,13:00:29,Admin Support,Y,Y,94,00:05:20,320,4
ID2627,Dan,15-02-2021,13:42:14,Admin Support,Y,Y,118,00:02:53,173,5
ID2631,Dan,15-02-2021,14:29:46,Technical Support,Y,Y,88,00:01:09,69,3
ID2634,Dan,15-02-2021,14:44:10,Admin Support,Y,Y,22,00:02:05,125,3
ID2644,Dan,15-02-2021,16:01:55,Streaming,Y,Y,36,00:03:57,237,4
ID2647,Dan,15-02-2021,17:18:14,Streaming,Y,Y,124,00:03:51,231,3
ID2651,Dan,15-02-2021,17:45:36,Admin Support,N,N,,,0,
ID2658,Dan,16-02-2021,10:23:31,Payment related,Y,Y,75,00:04:14,254,2
ID2660,Dan,16-02-2021,10:30:43,Payment related,Y,Y,21,00:05:08,308,3
ID2677,Dan,16-02-2021,14:26:53,Streaming,Y,N,47,00:02:41,161,3
ID2683,Dan,16-02-2021,15:07:12,Technical Support,Y,Y,37,00:05:36,336,5
ID2690,Dan,16-02-2021,16:04:48,Admin Support,N,N,,,0,
ID2694,Dan,16-02-2021,16:24:58,Streaming,Y,Y,70,00:01:42,102,4
ID2701,Dan,16-02-2021,17:28:19,Technical Support,Y,Y,17,00:00:42,42,5
ID2751,Dan,17-02-2021,14:29:46,Streaming,Y,N,49,00:01:21,81,4
ID2755,Dan,17-02-2021,15:02:53,Payment related,Y,Y,105,00:01:10,70,4
ID2762,Dan,17-02-2021,16:06:14,Payment related,Y,Y,87,00:02:30,150,4
ID2777,Dan,18-02-2021,09:23:02,Technical Support,Y,N,61,00:05:54,354,5
ID2786,Dan,18-02-2021,10:16:19,Streaming,Y,Y,37,00:04:25,265,3
ID2787,Dan,18-02-2021,10:33:36,Contract related,Y,Y,73,00:03:24,204,4
ID2792,Dan,18-02-2021,10:56:38,Admin Support,Y,N,32,00:05:36,336,3
ID2793,Dan,18-02-2021,11:18:14,Contract related,Y,Y,60,00:04:50,290,3
ID2794,Dan,18-02-2021,11:18:14,Payment related,Y,Y,25,00:05:31,331,3
ID2796,Dan,18-02-2021,11:18:14,Technical Support,Y,Y,82,00:01:07,67,3
ID2801,Dan,18-02-2021,11:38:24,Streaming,N,N,,,0,
ID2802,Dan,18-02-2021,11:38:24,Technical Support,N,N,,,0,
ID2807,Dan,18-02-2021,13:37:55,Technical Support,Y,Y,39,00:04:13,253,2
ID2817,Dan,18-02-2021,15:15:50,Admin Support,Y,Y,114,00:02:59,179,5
ID2832,Dan,19-02-2021,09:18:43,Contract related,Y,N,14,00:00:54,54,5
ID2835,Dan,19-02-2021,10:46:34,Payment related,N,N,,,0,
ID2866,Dan,19-02-2021,16:04:48,Technical Support,N,N,,,0,
ID2870,Dan,19-02-2021,17:21:07,Technical Support,Y,Y,88,00:00:55,55,1
ID2882,Dan,20-02-2021,10:10:34,Contract related,Y,Y,20,00:00:49,49,1
ID2885,Dan,20-02-2021,10:50:53,Admin Support,Y,Y,26,00:06:13,373,5
ID2898,Dan,20-02-2021,11:54:14,Streaming,Y,Y,36,00:04:16,256,2
ID2901,Dan,20-02-2021,12:10:05,Contract related,Y,N,115,00:05:35,335,4
ID2903,Dan,20-02-2021,12:25:55,Technical Support,Y,Y,95,00:04:58,298,3
ID2911,Dan,20-02-2021,13:56:38,Contract related,Y,Y,70,00:02:59,179,3
ID2913,Dan,20-02-2021,14:13:55,Admin Support,Y,Y,33,00:00:40,40,1
ID2920,Dan,20-02-2021,15:11:31,Admin Support,Y,Y,33,00:01:42,102,4
ID2923,Dan,20-02-2021,15:21:36,Technical Support,Y,Y,16,00:04:20,260,4
ID2927,Dan,20-02-2021,16:00:29,Contract related,Y,Y,58,00:05:41,341,1
ID2936,Dan,20-02-2021,16:32:10,Contract related,Y,Y,75,00:03:25,205,3
ID2938,Dan,20-02-2021,16:52:19,Admin Support,N,N,,,0,
ID2955,Dan,21-02-2021,11:35:31,Streaming,Y,Y,41,00:04:27,267,5
ID2960,Dan,21-02-2021,11:54:14,Contract related,Y,Y,25,00:01:06,66,1
ID2972,Dan,21-02-2021,13:56:38,Payment related,Y,Y,60,00:04:45,285,4
ID2974,Dan,21-02-2021,13:59:31,Admin Support,Y,Y,41,00:04:56,296,1
ID2984,Dan,21-02-2021,15:44:38,Technical Support,Y,Y,30,00:01:46,106,5
ID2987,Dan,21-02-2021,16:23:31,Payment related,Y,Y,100,00:06:33,393,5
ID2993,Dan,21-02-2021,17:21:07,Payment related,Y,Y,43,00:06:20,380,5
ID3009,Dan,22-02-2021,12:04:19,Admin Support,Y,Y,10,00:02:34,154,4
ID3020,Dan,22-02-2021,14:32:38,Technical Support,Y,Y,118,00:02:11,131,4
ID3021,Dan,22-02-2021,14:32:38,Admin Support,Y,Y,87,00:05:04,304,3
ID3026,Dan,22-02-2021,15:18:43,Technical Support,N,N,,,0,
ID3034,Dan,22-02-2021,15:48:58,Admin Support,Y,Y,59,00:03:42,222,3
ID3043,Dan,22-02-2021,17:09:36,Contract related,N,N,,,0,
ID3047,Dan,23-02-2021,09:02:53,Technical Support,Y,Y,49,00:01:01,61,3
ID3048,Dan,23-02-2021,09:02:53,Streaming,Y,Y,97,00:00:46,46,5
ID3079,Dan,23-02-2021,14:48:29,Payment related,Y,Y,77,00:06:53,413,4
ID3102,Dan,24-02-2021,09:36:00,Admin Support,Y,Y,75,00:03:01,181,4
ID3103,Dan,24-02-2021,12:59:02,Technical Support,Y,Y,85,00:01:13,73,2
ID3106,Dan,24-02-2021,13:00:29,Contract related,N,N,,,0,
ID3114,Dan,24-02-2021,13:58:05,Admin Support,Y,Y,104,00:04:59,299,4
ID3142,Dan,24-02-2021,17:16:48,Technical Support,N,N,,,0,
ID3144,Dan,24-02-2021,17:28:19,Technical Support,N,N,,,0,
ID3156,Dan,25-02-2021,09:10:05,Streaming,Y,Y,109,00:02:57,177,5
ID3165,Dan,25-02-2021,10:46:34,Technical Support,Y,Y,102,00:02:12,132,5
ID3175,Dan,25-02-2021,11:55:41,Admin Support,Y,Y,66,00:01:46,106,5
ID3183,Dan,25-02-2021,12:34:34,Technical Support,Y,Y,81,00:02:06,126,1
ID3184,Dan,25-02-2021,12:34:34,Payment related,Y,Y,52,00:06:55,415,4
ID3187,Dan,25-02-2021,13:00:29,Technical Support,Y,Y,91,00:01:38,98,4
ID3188,Dan,25-02-2021,13:00:29,Streaming,Y,Y,20,00:02:23,143,5
ID3193,Dan,25-02-2021,15:14:24,Technical Support,Y,Y,29,00:04:05,245,3
ID3196,Dan,25-02-2021,15:27:22,Admin Support,N,N,,,0,
ID3204,Dan,25-02-2021,16:04:48,Contract related,Y,Y,103,00:04:42,282,5
ID3207,Dan,25-02-2021,16:40:48,Technical Support,Y,Y,63,00:05:39,339,5
ID3208,Dan,25-02-2021,16:40:48,Contract related,Y,Y,14,00:00:36,36,5
ID3209,Dan,25-02-2021,17:06:43,Streaming,Y,Y,82,00:05:15,315,1
ID3221,Dan,26-02-2021,10:12:00,Technical Support,Y,Y,101,00:03:50,230,2
ID3255,Dan,26-02-2021,16:29:17,Streaming,Y,Y,63,00:03:27,207,3
ID3263,Dan,26-02-2021,17:35:31,Contract related,Y,Y,123,00:00:45,45,5
ID3264,Dan,26-02-2021,17:35:31,Technical Support,Y,Y,64,00:05:19,319,1
ID3270,Dan,26-02-2021,17:42:43,Technical Support,Y,Y,121,00:04:26,266,4
ID3287,Dan,27-02-2021,11:47:02,Admin Support,Y,Y,65,00:05:51,351,1
ID3288,Dan,27-02-2021,11:47:02,Contract related,Y,Y,100,00:05:49,349,3
ID3289,Dan,27-02-2021,12:14:24,Streaming,Y,Y,72,00:04:58,298,2
ID3290,Dan,27-02-2021,12:14:24,Streaming,Y,Y,120,00:00:49,49,5
ID3294,Dan,27-02-2021,12:44:38,Streaming,Y,Y,20,00:04:56,296,3
ID3295,Dan,27-02-2021,12:56:10,Payment related,Y,Y,40,00:05:54,354,4
ID3304,Dan,27-02-2021,14:38:24,Technical Support,Y,Y,115,00:06:18,378,5
ID3308,Dan,27-02-2021,15:00:00,Admin Support,Y,Y,24,00:02:47,167,3
ID3313,Dan,27-02-2021,16:00:29,Admin Support,Y,N,110,00:02:36,156,5
ID3320,Dan,27-02-2021,16:46:34,Streaming,Y,Y,32,00:05:40,340,2
ID3324,Dan,27-02-2021,17:06:43,Technical Support,Y,Y,87,00:02:50,170,4
ID3333,Dan,28-02-2021,09:30:14,Streaming,Y,Y,55,00:03:47,227,4
ID3336,Dan,28-02-2021,10:07:41,Payment related,N,N,,,0,
ID3346,Dan,28-02-2021,11:12:29,Payment related,Y,Y,37,00:04:10,250,5
ID3351,Dan,28-02-2021,11:34:05,Contract related,Y,Y,46,00:05:43,343,1
ID3360,Dan,28-02-2021,13:09:07,Technical Support,Y,Y,65,00:02:15,135,5
ID3382,Dan,28-02-2021,16:07:41,Technical Support,Y,Y,73,00:03:56,236,3
ID3384,Dan,28-02-2021,16:50:53,Payment related,Y,Y,118,00:06:31,391,3
ID3392,Dan,01-03-2021,09:15:50,Admin Support,Y,Y,55,00:05:31,331,4
ID3413,Dan,01-03-2021,13:14:53,Contract related,Y,N,116,00:06:32,392,3
ID3432,Dan,01-03-2021,14:16:48,Streaming,Y,N,88,00:05:18,318,1
ID3434,Dan,01-03-2021,14:51:22,Technical Support,Y,Y,94,00:03:21,201,3
ID3436,Dan,01-03-2021,14:55:41,Payment related,N,N,,,0,
ID3449,Dan,01-03-2021,17:38:24,Payment related,Y,Y,81,00:05:22,322,4
ID3459,Dan,02-03-2021,10:23:31,Payment related,N,N,,,0,
ID3476,Dan,02-03-2021,13:00:29,Admin Support,Y,Y,83,00:03:17,197,3
ID3490,Dan,02-03-2021,15:23:02,Contract related,Y,Y,122,00:04:24,264,1
ID3500,Dan,02-03-2021,16:30:43,Admin Support,Y,Y,69,00:03:39,219,2
ID3504,Dan,02-03-2021,16:42:14,Contract related,N,N,,,0,
ID3510,Dan,02-03-2021,17:12:29,Streaming,Y,Y,13,00:01:09,69,4
ID3522,Dan,03-03-2021,10:07:41,Contract related,Y,Y,39,00:06:50,410,1
ID3538,Dan,03-03-2021,14:44:10,Admin Support,Y,Y,60,00:00:52,52,3
ID3540,Dan,03-03-2021,14:51:22,Admin Support,N,N,,,0,
ID3548,Dan,03-03-2021,15:33:07,Admin Support,Y,N,18,00:06:13,373,5
ID3560,Dan,03-03-2021,16:17:46,Admin Support,Y,Y,67,00:06:35,395,4
ID3561,Dan,03-03-2021,16:17:46,Contract related,Y,Y,46,00:02:04,124,4
ID3571,Dan,04-03-2021,09:44:38,Contract related,Y,Y,11,00:03:59,239,3
ID3575,Dan,04-03-2021,09:54:43,Admin Support,N,N,,,0,
ID3581,Dan,04-03-2021,10:30:43,Streaming,Y,Y,90,00:03:53,233,3
ID3598,Dan,04-03-2021,12:14:24,Streaming,Y,Y,96,00:02:44,164,5
ID3609,Dan,04-03-2021,14:49:55,Technical Support,N,N,,,0,
ID3625,Dan,04-03-2021,16:36:29,Contract related,N,N,,,0,
ID3627,Dan,04-03-2021,16:56:38,Streaming,Y,Y,31,00:02:49,169,4
ID3662,Dan,05-03-2021,13:42:14,Payment related,Y,Y,75,00:03:13,193,3
ID3664,Dan,05-03-2021,14:13:55,Payment related,Y,Y,65,00:04:44,284,3
ID3685,Dan,05-03-2021,17:31:12,Payment related,Y,N,102,00:02:09,129,5
ID3702,Dan,06-03-2021,10:40:48,Payment related,Y,Y,71,00:03:12,192,1
ID3705,Dan,06-03-2021,11:02:24,Technical Support,Y,Y,116,00:00:52,52,4
ID3710,Dan,06-03-2021,11:25:26,Payment related,Y,Y,93,00:06:38,398,2
ID3734,Dan,06-03-2021,16:10:34,Payment related,Y,Y,40,00:05:17,317,4
ID3740,Dan,06-03-2021,16:35:02,Technical Support,Y,N,71,00:06:02,362,5
ID3744,Dan,06-03-2021,16:49:26,Technical Support,Y,Y,76,00:01:12,72,5
ID3752,Dan,06-03-2021,17:22:34,Contract related,Y,Y,65,00:05:23,323,1
ID3760,Dan,07-03-2021,12:01:26,Admin Support,N,N,,,0,
ID3784,Dan,07-03-2021,15:25:55,Streaming,Y,Y,64,00:03:27,207,3
ID3791,Dan,07-03-2021,16:24:58,Admin Support,N,N,,,0,
ID3800,Dan,07-03-2021,17:15:22,Technical Support,N,N,,,0,
ID3801,Dan,08-03-2021,09:07:12,Admin Support,Y,Y,43,00:03:24,204,3
ID3806,Dan,08-03-2021,10:24:58,Contract related,Y,Y,77,00:00:31,31,4
ID3819,Dan,08-03-2021,13:07:41,Technical Support,N,N,,,0,
ID3820,Dan,08-03-2021,13:07:41,Payment related,Y,Y,29,00:02:35,155,3
ID3821,Dan,08-03-2021,13:10:34,Technical Support,Y,N,62,00:05:22,322,3
ID3830,Dan,08-03-2021,13:55:12,Streaming,Y,Y,105,00:06:08,368,4
ID3840,Dan,08-03-2021,15:40:19,Streaming,Y,N,42,00:04:05,245,3
ID3844,Dan,08-03-2021,17:00:58,Payment related,Y,Y,71,00:01:00,60,5
ID3850,Dan,08-03-2021,17:48:29,Payment related,Y,Y,110,00:00:31,31,4
ID3854,Dan,08-03-2021,17:51:22,Admin Support,Y,Y,19,00:05:07,307,4
ID3855,Dan,08-03-2021,17:52:48,Payment related,Y,Y,93,00:06:41,401,4
ID3859,Dan,09-03-2021,09:40:19,Contract related,N,N,,,0,
ID3862,Dan,09-03-2021,10:13:26,Technical Support,Y,Y,80,00:05:23,323,3
ID3888,Dan,09-03-2021,15:27:22,Payment related,Y,Y,113,00:04:49,289,3
ID3903,Dan,10-03-2021,09:12:58,Technical Support,Y,Y,75,00:02:49,169,5
ID3905,Dan,10-03-2021,09:18:43,Technical Support,Y,Y,114,00:04:33,273,5
ID3933,Dan,10-03-2021,14:00:58,Payment related,Y,Y,13,00:04:26,266,1
ID3934,Dan,10-03-2021,14:00:58,Streaming,Y,Y,26,00:03:01,181,3
ID3936,Dan,10-03-2021,15:17:17,Contract related,Y,Y,20,00:00:33,33,3
ID3944,Dan,10-03-2021,16:46:34,Streaming,Y,N,92,00:04:20,260,3
ID3945,Dan,10-03-2021,17:05:17,Streaming,Y,Y,33,00:05:14,314,5
ID3946,Dan,10-03-2021,17:05:17,Contract related,Y,Y,24,00:04:40,280,5
ID3955,Dan,11-03-2021,09:57:36,Streaming,N,N,,,0,
ID3958,Dan,11-03-2021,10:01:55,Technical Support,Y,Y,87,00:06:21,381,4
ID3971,Dan,11-03-2021,11:26:53,Streaming,Y,Y,116,00:04:31,271,3
ID3980,Dan,11-03-2021,12:20:10,Technical Support,Y,N,29,00:05:03,303,5
ID3991,Dan,11-03-2021,13:40:48,Technical Support,Y,Y,44,00:06:38,398,3
